VentaID,FechaVenta,HoraVenta,SucursalNombre,CiudadSucursal,VendedorNombre,Cliente_Nombre,GeneroCliente,edadcliente,EmailCliente,TelefonoCliente,Direccion_Cliente,MetodoPago,NombreProducto1,MarcaProducto1,CantidadProducto1,PrecioUnitarioProducto1,SubtotalProducto1,NombreProducto2,MarcaProducto2,CantidadProducto2,PrecioUnitarioProducto2,SubtotalProducto2,NombreProducto3,MarcaProducto3,CantidadProducto3,PrecioUnitarioProducto3,SubtotalProducto3,DescuentoVenta,TotalVenta
7505,2019-04-18,18:37:05,TechCore medellin #1,Medellín,Ibán López Córdoba,Magdalena Quintanilla Melero,F,22,magdalena3@gmail.com,+34 982 073 543,cll 20 #17-18,Tarjeta Crédito,Asus TUF Gaming A15,Asus,2,4800000,9600000,,,,,,,,,,,,9600000.0
7506,2016-11-02,07:47:50,TechCore bogotá#2,Bogotá,Eloísa Plaza Hurtado,Cristian Conesa Verdú,M,28,,+34 820 732 622,cll 48 #3-2,Transferencia,Apple MacBook Pro 16,Aple,2,9600000,19200000,Apple MacBook Air M1,Apple,1.0,5500000.0,5500000.0,,,,,,0.0,24700000.0
7507,2016-01-03,08:39:43,TechCore medellín #1,Medellín,Liliana Jordá Armengol,Isidoro Pareja,M,24,isidoro75@hotmail.com,+34971 72 01 26,cll 3 #74-8,Tarjeta Crédito,Apple MacBook Pro 14,Apple,1,8000000,8000000,Asus VivoBook 15,Asus,2.0,2400000.0,4800000.0,,,,,,0.0,12800000.0
7508,2015-05-21,19:20:14,TechCore medellin #2,Medellín,Luisina Lasa,Odalis Cabrera Lumbreras,F,37,odalis73@yahoo.com,+34 742963908,cra 37 #20-44,Tarjeta Crédito,Lenovo IdeaPad 5,Lenvo,2,2800000,5600000,HP Envy 13,HP,2.0,4000000.0,8000000.0,HP Omen 16,HP,1.0,6000000.0,6000000.0,0.1,17640000.0
7509,2023-10-08,12:20:03,Techcore Pereíra,Pereíra,Amílcar Ortega-Alberto,Julio Valera Riera,M,36,julio49@hotmail.com,+34 901 12 39 22,cra 60 #86-76,Tarjeta Crédito,HP Omen 16,HPP,1,6000000,6000000,MSI GS66 Stealth,MSI,1.0,8000000.0,8000000.0,HP Spectre x360,HP,2.0,5200000.0,10400000.0,0.0,24400000.0
7510,2019-01-10,03:43:57,TechCore Medellín #1,medellín,Ibán López Córdoba,Olegario Gimeno Peinado,M,26,olegario38@hotmail.com,+34935 626 952,cra 94 #57-67,Tarjeta Crédito,Lenovo ThinkPad X1 Carbon,Lenovo,1,6800000,6800000,Apple MacBook Pro 14,Apple,2.0,8000000.0,16000000.0,HP Envy 13,HP,1.0,4000000.0,4000000.0,0.1,24120000.0
7511,2025-06-06,08:41:45,TechCore Cali,Cali,Basilio Marcos Barrena,Mauricio Paz Gordillo,M,48,mauricio51@gmail.com,+34872408118,cra 43 #36-52,Tarjeta Crédito,HP Omen 16,HPP,2,6000000,12000000,Lenovo Yoga 7i,Lenovo,2.0,4400000.0,8800000.0,HP Spectre x360,HPP,1.0,5200000.0,5200000.0,0.1,23400000.0
7512,2019-02-10,05:41:49,TechCore Medellín #1,medellin,Eusebia Jara Macias,Osvaldo Otero,M,36,osvaldo85@yahoo.com,+34872098340,cll 43 #77-13,Tarjeta Crédito,Lenovo Legion 5 Pro,Lenvo,2,7200000,14400000,HP Omen 16,HPP,2.0,6000000.0,12000000.0,,,,,,0.0,26400000.0
7513,2020-12-10,14:44:35,TechCore bogotá #1,bogota,Aura del Bermúdez,Telmo Salom-Lledó,M,34,telmo73@gmail.com,+34 724 44 80 01,cll 53 #45-17,Transferencia,Asus VivoBook 15,Azus,2,2400000,4800000,Dell Inspiron 15,Dell,1.0,3000000.0,3000000.0,,,,,,,7800000.0
7514,2025-01-02,12:59:48,TechCore medellin #2,medellín,Claudia Sastre-Quintero,Javier Guillen Carro,M,38,javier32@gmail.com,+34980 537 248,cll 37 #60-1,Tarjeta Débito,Lenovo Legion 5 Pro,Lenovo,2,7200000,14400000,Lenovo ThinkPad X1 Carbon,Lenvo,1.0,6800000.0,6800000.0,Samsung Galaxy Book Pro,Samsng,1.0,4800000.0,4800000.0,0.0,26000000.0
7515,2023-09-26,04:56:12,TechCore medellín #1,medellín,Ibán López Córdoba,Guiomar Encarna Ferrero Bermudez,F,42,guiomar35@gmail.com,+34 820 92 59 34,cll 91 #55-60,Transferencia,Dell Latitude 7420,Del,2,5600000,11200000,,,,,,,,,,,0.1,10080000.0
7516,2017-09-23,14:15:25,TechCore cali,Cali,Basilio Marcos Barrena,Ignacio Borrell-Merino,M,27,ignacio69@yahoo.com,+34922 786 908,cra 58 #96-44,Transferencia,Lenovo ThinkPad X1 Carbon,Lenovo,1,6800000,6800000,Acer Predator Helios 300,Acer,2.0,5600000.0,11200000.0,,,,,,0.0,18000000.0
7517,2025-01-29,03:36:59,TechCore bogota#2,bogotá,Olivia Armas Ayuso,Concha Galván Godoy,F,35,concha20@yahoo.com,+34 879457897,cll 43 #92-83,Tarjeta Crédito,Lenovo IdeaPad 5,Lenvo,1,2800000,2800000,Lenovo ThinkPad X1 Carbon,Lenvo,2.0,6800000.0,13600000.0,,,,,,0.1,14760000.0
7518,2021-07-14,08:09:35,TechCore Bogotá #1,Bogota,Poncio Gabriel Poza Acedo,Cleto Córdoba Sancho,M,20,cleto89@hotmail.com,+34 884 24 37 87,cra 42 #21-81,Efectivo,HP Envy 13,HP,1,4000000,4000000,Dell Alienware m15,Dell,2.0,8000000.0,16000000.0,Lenovo Legion 5 Pro,Lenvo,2.0,7200000.0,14400000.0,0.0,34400000.0
7519,2016-09-09,16:51:30,Techcore bogotá#1,bogotá,Griselda Arnaiz Palacio,Samuel Moles,M,41,,+34973300294,cra 43 #40-8,Tarjeta Crédito,HP Spectre x360,HP,2,5200000,10400000,Lenovo ThinkPad X1 Carbon,Lenvo,2.0,6800000.0,13600000.0,Microsoft Surface Go 3,Microsoft,1.0,3000000.0,3000000.0,0.0,27000000.0
7520,2023-09-25,21:03:27,TechCore Bogotá #2,Bogotá,Olivia Armas Ayuso,Marino Montenegro,M,21,marino59@yahoo.com,+34920 54 61 29,cll 63 #27-35,Tarjeta Débito,Lenovo Legion 5 Pro,Lenvo,1,7200000,7200000,Apple MacBook Pro 14,Aple,2.0,8000000.0,16000000.0,,,,,,0.0,23200000.0
7521,2024-03-06,13:00:58,TechCore medellin #2,medellin,Almudena Adelaida Lledó Garrido,Lupita Chamorro Conde,F,30,lupita12@hotmail.com,+34882 867 076,cll 53 #95-36,Tarjeta Débito,Dell XPS 13,Del,1,4800000,4800000,Asus VivoBook 15,Asus,2.0,2400000.0,4800000.0,Asus ROG Strix G15,Asus,2.0,6400000.0,12800000.0,0.0,22400000.0
7522,2018-08-15,04:59:16,TechCore bogota#2,bogotá,Herminia Meléndez-Huguet,Chus Casas-Lloret,F,34,chus54@gmail.com,+34979 17 38 35,cra 17 #45-93,Tarjeta Débito,Lenovo ThinkPad X1 Carbon,Lenovo,1,6800000,6800000,Asus ROG Strix G15,Asus,1.0,6400000.0,6400000.0,,,,,,,13200000.0
7523,2015-02-13,10:55:17,TechCore Medellín #1,medellín,Ibán López Córdoba,Julia Font,F,38,julia59@gmail.com,+34 988713967,cll 13 #67-11,Efectivo,Apple MacBook Air M1,Apple,2,5500000,11000000,Samsung Galaxy Book Pro,Samsung,1.0,4800000.0,4800000.0,Dell XPS 13,Del,2.0,4800000.0,9600000.0,0.0,25400000.0
7524,2020-05-04,13:46:37,TechCore Pereira,Pereíra,Jose Angel Rovira Adadia,Leoncio Camps Agullo,M,25,leoncio62@hotmail.com,+34 880 91 86 09,cll 11 #72-73,Tarjeta Crédito,HP Spectre x360,HP,1,5200000,5200000,,,,,,,,,,,0.05,4940000.0
7525,2014-10-20,11:51:18,TechCore Medellín #1,medellín,Ibán López Córdoba,Paola Olimpia Alberto Torrents,F,29,paola30@yahoo.com,+34925554555,cll 14 #8-77,Tarjeta Crédito,Dell Latitude 7420,Dell,1,5600000,5600000,Lenovo IdeaPad 5,Lenovo,1.0,2800000.0,2800000.0,,,,,,0.0,8400000.0
7526,2016-04-07,04:45:17,TechCore medellín #1,Medellin,Liliana Jordá Armengol,Florentino Santana Alemany,M,49,florentino57@gmail.com,+34901 032 300,cll 68 #19-22,Transferencia,Acer Swift 3,Acer,1,2600000,2600000,HP Envy 13,HPP,1.0,4000000.0,4000000.0,,,,,,0.0,6600000.0
7527,2025-04-27,02:54:22,TechCore Pereira,Pereira,Anacleto Morera Segovia,Ignacia Español-Escudero,F,24,ignacia84@yahoo.com,+34 807 500 385,cra 32 #50-84,Tarjeta Crédito,Apple MacBook Air M1,Aple,2,5500000,11000000,Lenovo ThinkPad X1 Carbon,Lenvo,1.0,6800000.0,6800000.0,,,,,,0.1,16020000.0
7528,2020-02-21,08:26:40,TechCore cali,cali,Rosendo Barberá Cordero,Juan Carlos Rocha,M,34,juan49@yahoo.com,+34 827326092,cra 38 #80-91,Tarjeta Crédito,HP Spectre x360,HP,1,5200000,5200000,Dell XPS 13,Dell,2.0,4800000.0,9600000.0,HP Pavilion 15,HP,2.0,3500000.0,7000000.0,0.0,21800000.0
7529,2023-10-15,19:52:52,TechCore medellin #1,Medellín,Liliana Jordá Armengol,Epifanio Castejón Iniesta,M,46,epifanio71@hotmail.com,+34 949 16 56 00,cll 7 #41-75,Billetera Digital,Lenovo Legion 5 Pro,Lenovo,2,7200000,14400000,Lenovo Yoga 7i,Lenvo,1.0,4400000.0,4400000.0,,,,,,0.05,17860000.0
7530,2017-11-29,23:46:14,TechCore bogotá#2,Bogota,Herminia Meléndez-Huguet,Josefina Bilbao,F,21,josefina19@yahoo.com,+34 803 97 43 52,cra 99 #42-58,Efectivo,Dell Alienware m15,Del,1,8000000,8000000,,,,,,,,,,,0.05,7600000.0
7531,2020-05-01,04:12:50,TechCore Bogotá #2,bogota,Edu Juan Pedraza,Gema Alfaro,F,37,gema31@yahoo.com,+34 824111882,cll 29 #55-55,Tarjeta Débito,Asus ZenBook 14,Asus,2,3800000,7600000,Acer Predator Helios 300,Acer,2.0,5600000.0,11200000.0,HP Spectre x360,HPP,2.0,5200000.0,10400000.0,0.0,29200000.0
7532,2023-01-21,12:29:48,TechCore Medellín #1,Medellin,Ana Sofía Llopis Blázquez,Ester Anunciación Rovira Peñalver,F,50,ester39@yahoo.com,+34 701 260 282,cra 58 #73-7,Transferencia,HP Omen 16,HP,2,6000000,12000000,,,,,,,,,,,,12000000.0
7533,2017-08-13,10:03:59,TechCore bogota#2,Bogotá,Edu Juan Pedraza,Leonardo Girona-Barrios,M,28,leonardo72@hotmail.com,+34 946 43 35 15,cll 47 #92-85,Transferencia,Lenovo ThinkPad X1 Carbon,Lenovo,1,6800000,6800000,Lenovo Legion 5 Pro,Lenovo,1.0,7200000.0,7200000.0,Acer Predator Helios 300,Acr,1.0,5600000.0,5600000.0,,19600000.0
7534,2020-08-13,11:38:25,TechCore medellín #1,medellin,Dominga del Alcántara,Carlito de Asensio,M,43,carlito71@hotmail.com,+34828126691,cll 19 #11-90,Tarjeta Débito,Acer Swift 3,Acer,1,2600000,2600000,Apple iMac 24,Aple,1.0,6400000.0,6400000.0,,,,,,0.1,8100000.0
7535,2020-07-09,06:07:18,TechCore cali,cali,Basilio Marcos Barrena,Mateo Tolosa Farré,M,18,mateo77@gmail.com,+34887015142,cra 35 #82-45,Tarjeta Débito,HP Spectre x360,HP,2,5200000,10400000,HP Pavilion 15,HPP,1.0,3500000.0,3500000.0,,,,,,0.0,13900000.0
7536,2019-07-15,11:47:10,TechCore cali,cali,Rosendo Barberá Cordero,Maximiano Gual Tenorio,M,47,maximiano17@hotmail.com,+34824 648 942,cra 98 #11-33,Efectivo,Asus VivoBook 15,Azus,2,2400000,4800000,,,,,,,,,,,0.0,4800000.0
7537,2021-11-23,15:30:56,TechCore pereíra,Pereira,Amílcar Ortega-Alberto,Leonardo Losada Uriarte,M,21,leonardo33@hotmail.com,+34920529332,cra 24 #57-81,Tarjeta Crédito,Apple MacBook Pro 14,Aple,2,8000000,16000000,,,,,,,,,,,0.0,16000000.0
7538,2019-03-06,20:33:12,Techcore Pereíra,pereira,Anacleto Morera Segovia,Jacinto Verdú Rodrigo,M,18,,+34 924 19 07 89,cra 73 #38-29,Tarjeta Crédito,Asus ZenBook 14,Azus,2,3800000,7600000,,,,,,,,,,,,7600000.0
7539,2015-05-15,05:58:12,TechCore Cali,,Florencio Iker Vara Nebot,María Dolores Puga-Robles,F,18,maría18@yahoo.com,+34974 67 33 76,cra 90 #36-56,Tarjeta Crédito,Acer Nitro 5,Acer,1,4000000,4000000,HP Spectre x360,HPP,2.0,5200000.0,10400000.0,,,,,,0.1,12960000.0
7540,2022-06-18,07:46:25,TechCore Bogotá #2,Bogota,Olivia Armas Ayuso,Mónica Guitart Iglesias,F,49,mónica73@hotmail.com,+34 800 51 08 31,cra 92 #91-19,Tarjeta Crédito,HP Pavilion 15,HP,1,3500000,3500000,Lenovo Yoga 7i,Lenovo,2.0,4400000.0,8800000.0,Lenovo Legion 5 Pro,Lenovo,1.0,7200000.0,7200000.0,0.0,19500000.0
7541,2022-01-27,06:19:37,TechCore Pereira,Pereíra,Carina Parejo Carranza,Carlos Chamorro Salvador,M,46,carlos10@hotmail.com,+34 980551687,cra 52 #11-39,Tarjeta Crédito,HP Envy 13,HP,2,4000000,8000000,,,,,,,,,,,0.15,6800000.0
7542,2020-09-09,08:08:46,TechCore medellin #1,Medellin,Eusebia Jara Macias,Luis Carreras Coll,M,22,luis62@gmail.com,+34 844 241 957,cll 78 #81-1,Tarjeta Débito,Apple iMac 24,Aple,1,6400000,6400000,Microsoft Surface Pro 9,Microsofft,2.0,4400000.0,8800000.0,Lenovo Yoga 7i,Lenovo,2.0,4400000.0,8800000.0,0.1,21600000.0
7543,2016-01-12,22:29:05,Techcore bogotá #2,bogota,Armida Azorin Plaza,Nazaret Frutos Porras,F,43,nazaret69@hotmail.com,+34943 114 484,cra 10 #48-91,Tarjeta Crédito,HP Omen 16,HPP,2,6000000,12000000,Asus VivoBook 15,Asus,2.0,2400000.0,4800000.0,,,,,,0.1,15120000.0
7544,2018-09-22,22:33:27,TechCore bogota#2,Bogota,Herminia Meléndez-Huguet,Isidoro Sabater Jimenez,M,28,isidoro94@yahoo.com,+34881749785,cll 59 #96-92,Tarjeta Débito,Lenovo Legion 5 Pro,Lenovo,1,7200000,7200000,Lenovo ThinkPad X1 Carbon,Lenovo,1.0,6800000.0,6800000.0,HP Spectre x360,HPP,1.0,5200000.0,5200000.0,,19200000.0
7545,2018-12-06,20:55:36,TechCore medellin #1,medellín,Dominga del Alcántara,Gabriel Berenguer Fernández,M,42,gabriel30@gmail.com,+34 841033637,cll 86 #61-46,Tarjeta Crédito,Dell Inspiron 15,Dell,2,3000000,6000000,Acer Nitro 5,Acer,2.0,4000000.0,8000000.0,Acer Aspire 5,Acer,2.0,2000000.0,4000000.0,0.0,18000000.0
7546,2019-02-18,16:40:19,TechCore medellin #1,Medellín,Ana Sofía Llopis Blázquez,Edu Pereira Esteve,M,18,edu50@hotmail.com,+34975 12 56 88,cll 89 #15-38,Tarjeta Crédito,Lenovo Yoga 7i,Lenvo,2,4400000,8800000,Dell XPS 13,Dell,2.0,4800000.0,9600000.0,,,,,,0.0,18400000.0
7547,2024-10-21,12:32:53,TechCore Cali,cali,Basilio Marcos Barrena,Urbano Feijoo Pardo,M,32,urbano88@gmail.com,+34927814580,cra 80 #64-42,Tarjeta Crédito,HP Spectre x360,HP,2,5200000,10400000,Acer Nitro 5,Acr,1.0,4000000.0,4000000.0,,,,,,0.0,14400000.0
7548,2020-10-13,18:44:01,Techcore bogotá#1,bogota,Griselda Arnaiz Palacio,Alejandro Carrión López,M,38,alejandro21@hotmail.com,+34 900987106,cll 87 #62-43,Tarjeta Débito,Apple MacBook Pro 14,Apple,1,8000000,8000000,Samsung Galaxy Book Odyssey,Samsng,1.0,6800000.0,6800000.0,,,,,,0.0,14800000.0
7549,2019-08-16,20:41:59,TechCore Bogotá #2,Bogotá,Herminia Meléndez-Huguet,Isabela Virginia Valencia España,F,40,,+34846362764,cll 60 #11-83,Tarjeta Débito,HP Pavilion 15,HP,1,3500000,3500000,Acer Swift 3,Acr,1.0,2600000.0,2600000.0,Apple MacBook Pro 16,Aple,1.0,9600000.0,9600000.0,0.05,14915000.0
7550,2019-08-11,02:53:02,TechCore bogotá#2,bogota,Armida Azorin Plaza,Tomasa de Pastor,F,34,tomasa96@hotmail.com,+34 926673723,cll 76 #25-80,Tarjeta Crédito,Dell Alienware m15,Dell,1,8000000,8000000,Dell Inspiron 15,Del,1.0,3000000.0,3000000.0,Asus TUF Gaming A15,Azus,2.0,4800000.0,9600000.0,,20600000.0
7551,2024-11-18,11:50:23,Techcore bogotá #2,bogotá,Edu Juan Pedraza,Plinio Borrás,M,44,plinio46@hotmail.com,+34885 490 771,cra 55 #42-36,Tarjeta Débito,Lenovo Legion 5 Pro,Lenvo,2,7200000,14400000,,,,,,,,,,,0.0,14400000.0
7552,2025-01-17,11:02:42,TechCore pereíra,Pereira,Amílcar Ortega-Alberto,Trinidad Larrea Andres,F,35,trinidad3@gmail.com,+34 952591011,cra 63 #40-81,Tarjeta Débito,Lenovo IdeaPad 5,Lenvo,2,2800000,5600000,Asus ZenBook 14,Azus,2.0,3800000.0,7600000.0,Apple MacBook Pro 14,Apple,2.0,8000000.0,16000000.0,0.15,24820000.0
7553,2020-08-02,01:58:02,TechCore Cali,cali,Clímaco Salinas Zabaleta,Hipólito Cámara Cabanillas,M,41,hipólito20@gmail.com,+34729 78 46 97,cll 80 #55-54,Tarjeta Crédito,Dell XPS 13,Del,2,4800000,9600000,Apple iMac 24,Apple,2.0,6400000.0,12800000.0,HP Omen 16,HPP,1.0,6000000.0,6000000.0,,28400000.0
7554,2020-01-23,20:37:48,TechCore medellin #1,medellín,Ibán López Córdoba,Timoteo Hervia Maestre,M,38,timoteo96@hotmail.com,+34842 72 83 37,cll 76 #14-91,Tarjeta Crédito,HP Pavilion 15,HP,1,3500000,3500000,MSI GS66 Stealth,MSY,2.0,8000000.0,16000000.0,,,,,,,19500000.0
7555,2023-04-14,21:51:48,TechCore Medellín #2,medellin,Luisina Lasa,Timoteo Pastor,M,26,timoteo72@yahoo.com,+34881 511 316,cll 37 #51-55,Tarjeta Crédito,HP Omen 16,HPP,1,6000000,6000000,Dell Inspiron 15,Del,1.0,3000000.0,3000000.0,HP Pavilion 15,HP,1.0,3500000.0,3500000.0,0.05,11875000.0
7556,2022-07-09,23:44:35,TechCore medellín #1,medellin,Ibán López Córdoba,Moreno Verdú-Pujol,M,24,moreno81@yahoo.com,+34 972862760,cll 61 #80-85,Efectivo,Apple MacBook Pro 14,Apple,1,8000000,8000000,Samsung Galaxy Book Pro,Samsng,1.0,4800000.0,4800000.0,Acer Nitro 5,Acr,2.0,4000000.0,8000000.0,,20800000.0
7557,2022-05-20,00:47:49,TechCore bogota#2,Bogotá,Herminia Meléndez-Huguet,Anacleto de Arranz,M,23,anacleto22@gmail.com,+34974 35 68 80,cra 25 #25-15,Tarjeta Crédito,Lenovo Yoga 7i,Lenovo,1,4400000,4400000,Apple MacBook Air M1,Apple,2.0,5500000.0,11000000.0,Lenovo Legion 5 Pro,Lenvo,2.0,7200000.0,14400000.0,0.05,28310000.0
7558,2016-07-29,06:03:27,Techcore medellín #2,medellín,Juanito Diaz,Galo del Camacho,M,39,galo62@gmail.com,+34987 68 61 01,cra 63 #45-32,Billetera Digital,Samsung Galaxy Book Odyssey,Samsng,2,6800000,13600000,Apple MacBook Pro 16,Apple,1.0,9600000.0,9600000.0,Asus ZenBook 14,Azus,2.0,3800000.0,7600000.0,,30800000.0
7559,2024-05-02,08:39:14,TechCore Medellín #1,medellín,Eusebia Jara Macias,Anselmo Bustamante,M,23,anselmo7@gmail.com,+34883 547 663,cra 95 #36-83,Tarjeta Débito,Dell Latitude 7420,Dell,2,5600000,11200000,Lenovo IdeaPad 5,Lenovo,2.0,2800000.0,5600000.0,HP Spectre x360,HP,2.0,5200000.0,10400000.0,,27200000.0
7560,2017-05-20,09:37:58,TechCore medellin #2,medellín,Almudena Adelaida Lledó Garrido,Carmen Verdugo Santamaría,F,28,carmen64@yahoo.com,+34 705686194,cll 14 #23-46,,Microsoft Surface Pro 9,Microsoft,1,4400000,4400000,,,,,,,,,,,0.0,4400000.0
7561,2022-07-30,19:43:32,TechCore Bogotá #1,bogota,María Belén Alegria Camps,Tere Cerezo Malo,F,30,tere89@yahoo.com,+34 827 78 40 58,cra 28 #94-55,Tarjeta Débito,Lenovo Yoga 7i,Lenvo,2,4400000,8800000,Apple MacBook Pro 14,Apple,2.0,8000000.0,16000000.0,,,,,,,24800000.0
7562,2018-04-17,19:13:51,TechCore medellin #2,Medellin,Luisina Lasa,Sosimo Gutierrez-Batlle,M,18,sosimo56@hotmail.com,+34723 337 522,cll 52 #97-46,Tarjeta Crédito,Acer Predator Helios 300,Acer,2,5600000,11200000,HP Spectre x360,HP,2.0,5200000.0,10400000.0,,,,,,,21600000.0
7563,2018-05-29,01:47:28,TechCore medellín #1,medellín,Eusebia Jara Macias,Venceslás Garcia Zorrilla,M,42,venceslás45@yahoo.com,+34 848 33 49 98,cll 92 #9-73,Efectivo,HP Spectre x360,HPP,1,5200000,5200000,Apple MacBook Pro 16,Apple,2.0,9600000.0,19200000.0,,,,,,0.0,24400000.0
7564,2019-02-21,06:23:02,Techcore bogotá#1,Bogota,Poncio Gabriel Poza Acedo,Ezequiel Cervantes Cabezas,M,45,ezequiel34@gmail.com,+34 876 189 384,cra 81 #98-29,Tarjeta Crédito,Lenovo Yoga 7i,Lenovo,2,4400000,8800000,Lenovo ThinkPad X1 Carbon,Lenovo,2.0,6800000.0,13600000.0,,,,,,0.0,22400000.0
7565,2023-03-22,23:32:58,TechCore medellín #1,Medellin,Dominga del Alcántara,Inocencio del Ródenas,M,22,inocencio72@hotmail.com,+34971 39 42 85,cra 81 #83-18,Tarjeta Crédito,Asus TUF Gaming A15,Azus,2,4800000,9600000,,,,,,,,,,,0.1,8640000.0
7566,2021-04-20,23:21:28,TechCore medellin #2,medellín,Juan José Porcel-Riera,Nicodemo Bosch Romeu,M,39,nicodemo90@hotmail.com,+34 873 364 063,cra 2 #67-77,Tarjeta Débito,Dell Latitude 7420,Dell,2,5600000,11200000,,,,,,,,,,,0.05,10640000.0
7567,2017-01-09,17:19:27,TechCore medellin #1,Medellín,Liliana Jordá Armengol,Anunciación Cañete-Azorin,F,43,anunciación58@hotmail.com,+34713749403,cra 85 #4-88,Tarjeta Débito,Acer Predator Helios 300,Acer,2,5600000,11200000,Microsoft Surface Laptop 4,Microsofft,1.0,5200000.0,5200000.0,Lenovo ThinkPad X1 Carbon,Lenovo,2.0,6800000.0,13600000.0,0.05,28500000.0
7568,2022-11-22,16:28:50,TechCore medellin #1,Medellin,Ana Sofía Llopis Blázquez,Palmira Cuervo Larrea,F,28,palmira86@yahoo.com,+34 864 82 92 37,cll 98 #24-61,Tarjeta Crédito,Dell Latitude 7420,Del,1,5600000,5600000,,,,,,,,,,,0.0,5600000.0
7569,2024-04-17,12:47:06,Techcore medellín #2,medellin,Almudena Adelaida Lledó Garrido,Benigno Jódar Montserrat,M,33,benigno3@yahoo.com,+34 926 87 56 61,cll 45 #62-34,Tarjeta Crédito,Lenovo ThinkPad X1 Carbon,Lenovo,1,6800000,6800000,,,,,,,,,,,0.0,6800000.0
7570,2023-08-19,16:37:02,TechCore bogotá#2,bogota,Edu Juan Pedraza,Zaida Navarrete-Uribe,F,19,zaida62@hotmail.com,+34949 161 198,cll 20 #7-95,Transferencia,Lenovo Yoga 7i,Lenovo,2,4400000,8800000,HP Omen 16,HPP,1.0,6000000.0,6000000.0,,,,,,0.0,14800000.0
7571,2021-03-24,03:10:47,Techcore bogotá#1,bogota,Evaristo Guillen Peña,Adora Palau,F,38,adora74@hotmail.com,+34 984 30 55 69,cra 4 #52-66,Tarjeta Débito,Dell XPS 13,Del,2,4800000,9600000,,,,,,,,,,,0.0,9600000.0
7572,2017-07-30,06:11:16,Techcore bogotá #2,bogotá,Herminia Meléndez-Huguet,Loreto Alcázar Valero,M,34,loreto94@yahoo.com,+34 982722370,cra 28 #14-40,Efectivo,HP Pavilion 15,HPP,1,3500000,3500000,HP Envy 13,HPP,2.0,4000000.0,8000000.0,,,,,,0.05,10925000.0
7573,2020-09-24,19:17:44,TechCore pereira,Pereíra,Anacleto Morera Segovia,Vito Arellano Tenorio,M,45,vito3@yahoo.com,+34 949 41 29 77,cra 28 #33-83,Tarjeta Débito,Apple MacBook Pro 16,Apple,1,9600000,9600000,,,,,,,,,,,0.0,9600000.0
7574,2019-12-28,23:42:43,TechCore Bogotá #1,,María Belén Alegria Camps,Felix Garay Márquez,M,19,felix65@gmail.com,+34 873 51 32 59,cll 15 #30-48,Tarjeta Débito,HP Pavilion 15,HP,1,3500000,3500000,Apple MacBook Pro 16,Aple,2.0,9600000.0,19200000.0,Asus TUF Gaming A15,Azus,1.0,4800000.0,4800000.0,0.0,27500000.0
7575,2025-06-30,04:14:52,TechCore Bogotá #1,Bogotá,Poncio Gabriel Poza Acedo,Cornelio Moreno Acuña,M,22,cornelio57@yahoo.com,+34820 870 842,cra 31 #81-16,Tarjeta Débito,HP Spectre x360,HP,1,5200000,5200000,Lenovo Legion 5 Pro,Lenvo,1.0,7200000.0,7200000.0,Dell Alienware m15,Dell,1.0,8000000.0,8000000.0,0.0,20400000.0
7576,2021-01-20,22:01:36,Techcore bogotá#1,Bogota,Poncio Gabriel Poza Acedo,Adolfo Domingo,M,44,adolfo57@yahoo.com,+34 915 330 889,cra 42 #39-1,Tarjeta Crédito,Acer Nitro 5,Acr,1,4000000,4000000,Asus VivoBook 15,Azus,2.0,2400000.0,4800000.0,Lenovo Legion 5 Pro,Lenvo,1.0,7200000.0,7200000.0,,16000000.0
7577,2025-08-07,04:30:22,TechCore cali,cali,Rosendo Barberá Cordero,Trinidad Pons Navas,M,30,trinidad7@hotmail.com,+34 974 15 24 03,cll 62 #70-57,Tarjeta Débito,Microsoft Surface Laptop 4,Microsofft,1,5200000,5200000,Lenovo Legion 5 Pro,Lenovo,2.0,7200000.0,14400000.0,,,,,,0.0,19600000.0
7578,2017-11-11,09:38:54,TechCore medellin #2,Medellin,Juanito Diaz,Bernabé Cerro-Ayala,M,30,bernabé88@gmail.com,+34 871 27 95 31,cra 60 #82-9,Tarjeta Crédito,HP Spectre x360,HPP,2,5200000,10400000,HP Envy 13,HPP,2.0,4000000.0,8000000.0,,,,,,0.0,18400000.0
7579,2022-12-29,06:08:42,TechCore medellin #2,Medellín,Juan José Porcel-Riera,Sebastián Cruz Perales,M,18,sebastián58@hotmail.com,+34 886 649 933,cra 50 #88-48,Tarjeta Débito,HP Pavilion 15,HP,1,3500000,3500000,Lenovo Yoga 7i,Lenvo,1.0,4400000.0,4400000.0,,,,,,0.1,7110000.0
7580,2016-08-31,03:53:20,TechCore medellin #1,Medellín,Dominga del Alcántara,Noé Narváez Carrera,M,33,noé40@hotmail.com,+34979 948 880,cll 29 #70-86,Transferencia,Dell Inspiron 15,Del,1,3000000,3000000,Apple iMac 24,Aple,1.0,6400000.0,6400000.0,HP Omen 16,HP,2.0,6000000.0,12000000.0,0.0,21400000.0
7581,2016-02-07,13:42:55,TechCore bogotá #1,Bogota,Aura del Bermúdez,Adolfo del Garcés,M,23,adolfo60@gmail.com,+34 880074592,cra 71 #2-98,Tarjeta Débito,Apple MacBook Air M1,Apple,2,5500000,11000000,Dell Latitude 7420,Del,1.0,5600000.0,5600000.0,,,,,,0.05,15770000.0
